X,Y,X,Y,id,Name,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
222946.945021487,2669551.50726607,120.733830969434,24.1309520786635,1,,200,0,0,200,0.47639596308255,224.85876791278511
222898.369174982,2669495.69671903,120.733354091175,24.1304473132914,1,,201,0,0,201,0.47709036999119,218.78979066145797
222844.625685197,2669409.91384117,120.732826936325,24.1296718275275,1,,202,0,0,202,0.47802806418732,214.32722542887555
222787.781609551,2669319.99684871,120.732269360266,24.1288589581722,1,,203,0,0,203,0.47901378608059,214.45101407475525
222743.339877619,2669249.71690058,120.731833441697,24.1282236103697,1,,204,0,0,204,0.47978430008346,215.26524329454804
222694.764031138,2669177.36989516,120.731356893167,24.1275695256311,1,,205,0,0,205,0.48059357466415,214.85830159617001
222647.221713265,2669099.85524649,120.730890615326,24.1268687969606,1,,206,0,0,206,0.48143526088504,216.78220720691289
222581.075879733,2669014.07236862,120.730241471609,24.1260930871286,1,,207,0,0,207,0.48244675152205,216.26658592534997
222533.53356187,2668933.45713401,120.729775263951,24.1253643588065,1,,208,0,0,208,0.48331184952099,209.44897137968405
222496.326530486,2668851.80837074,120.729410761886,24.1246264771362,1,,209,0,0,209,0.48413485080561,208.94408735547623
222457.052441838,2668782.56195126,120.729025692089,24.1240005433488,1,,210,0,0,210,0.48486974661787,216.22190538475516
222408.476595413,2668721.58376097,120.72854895677,24.1234491025476,1,,211,0,0,211,0.48559869347621,219.62919564014027
222369.202506672,2668667.84027123,120.72816359891,24.1229631476474,1,,212,0,0,212,0.48621889734970,217.14668077698960
222327.861360767,2668605.8285523,120.727758066115,24.1224024989455,1,,213,0,0,213,0.48691083941028,213.92286124804889
222284.453157529,2668530.38096093,120.727332458221,24.1217204959073,1,,214,0,0,214,0.48771474874827,210.80996421806637
222241.044954271,2668447.69866901,120.726906993451,24.120973167146,1,,215,0,0,215,0.48857470255394,208.89286807092259
222203.837922876,2668372.25107764,120.726542401093,24.1202912709124,1,,216,0,0,216,0.48934794899638,205.95347325978344
